url,locale,page_type,content_cluster,source_file,route_type,built,production_status,indexable,robots,canonical,canonical_self,in_sitemap,sitemap_name,sitemap_lastmod,internal_link_count,internal_link_source_count,crawl_depth,word_count,main_content_word_count,title,meta_description,h1,hreflang_count,structured_data_types,redirect_target,intended_state
https://funnytools.win/404/,zh-TW,404,general,src/pages/404.astro,404,yes,NOT VERIFIED,no,noindex,https://funnytools.win/,no,no,,,30,0,UNKNOWN,72,58,找不到這個頁面 - FunnyTools,這個頁面可能已移動或不存在。你可以回到 FunnyTools 首頁、開啟平面配置工具，或查看文章索引。,找不到這個頁面,0,,,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/about/,zh-TW,legal,general,generated route (source template not uniquely resolved),content,yes,200 live verified,yes,,https://funnytools.win/about/,yes,yes,sitemap-guides.xml,2026-09-02,29,313,1,1557,1537,關於我們｜免費線上工具箱簡介 - FunnyTools,了解 FunnyTools 免費線上工具箱的網站定位、工具原則、資料處理方式與目前涵蓋的工具分類。本站工具可免費使用且不需註冊，並優先採用瀏覽器本機處理，協助你安全完成日常工作、學習與檔案任務。,關於 FunnyTools 免費線上工具箱,4,WebPage;BreadcrumbList,,D_QUALITY_RISK; set=A+D+E
https://funnytools.win/about-tools/,zh-TW,legal,general,generated route (source template not uniquely resolved),content,yes,200 live verified,yes,,https://funnytools.win/about-tools/,yes,yes,sitemap-guides.xml,2026-06-17,30,314,1,1101,1077,本站工具如何運作｜瀏覽器本機處理說明 - FunnyTools,了解 FunnyTools 免費線上工具箱如何在瀏覽器本機處理文字、圖片、PDF 與計算資料，以及本機儲存、檔案大小、結果限制、錯誤回報與新工具建議方式，使用前可先確認各項限制。,本站工具如何運作,5,WebPage;BreadcrumbList,,D_QUALITY_RISK; set=A+D+E
https://funnytools.win/affiliate-disclosure/,zh-TW,legal,general,src/pages/affiliate-disclosure.astro,content,yes,200 live verified,yes,"index, follow",https://funnytools.win/affiliate-disclosure/,yes,yes,sitemap-guides.xml,2026-09-07,28,497,1,424,409,分潤連結透明說明 - FunnyTools,FunnyTools 說明分潤連結、商品資料來源、價格與平台追蹤方式，以及使用者可以如何選擇；頁面也說明本站不保證價格、庫存、評價或商品供應狀態。,分潤連結透明說明,0,WebPage;BreadcrumbList,,A_INTENDED_INDEXABLE; set=A+E
https://funnytools.win/blog/ad-block-safe-layout-guide/,zh-TW,blog,general,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/blog/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/blog/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/after-midterm-final-score-needed/,zh-TW,blog,statistics,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/tools/grade-average/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/tools/grade-average/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/application-pdf-package-guide/,zh-TW,blog,pdf,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/tools/merge-pdf/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/tools/merge-pdf/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/base64-guide/,zh-TW,blog,text,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/tools/base64/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/tools/base64/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/browser-local-tool-privacy-guide/,zh-TW,blog,general,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/privacy/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/privacy/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/calculate-t-score-from-z-score/,zh-TW,blog,statistics,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/guides/t-score-calculator-guide/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/guides/t-score-calculator-guide/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/can-pr-and-t-score-convert/,zh-TW,blog,statistics,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/guides/percentile-rank-guide/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/guides/percentile-rank-guide/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/can-z-score-be-greater-than-3/,zh-TW,blog,statistics,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/guides/z-score-calculator-guide/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/guides/z-score-calculator-guide/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/can-z-score-compare-different-exams/,zh-TW,blog,statistics,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/guides/z-score-calculator-guide/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/guides/z-score-calculator-guide/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/case-converter-writing-guide/,zh-TW,blog,text,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/tools/case-converter/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/tools/case-converter/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/class-rank-to-percentile-rank/,zh-TW,blog,statistics,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/guides/percentile-rank-guide/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/guides/percentile-rank-guide/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/classroom-game-tools-guide/,zh-TW,blog,general,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/guides/classroom-random-group-guide/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/guides/classroom-random-group-guide/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/classroom-icebreaker-random-guide/,zh-TW,blog,random,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/guides/classroom-random-picker-guide/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/guides/classroom-random-picker-guide/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/classroom-list-cleaning-guide/,zh-TW,blog,general,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/guides/classroom-random-group-guide/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/guides/classroom-random-group-guide/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/classroom-privacy-tools-guide/,zh-TW,blog,general,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/guides/classroom-random-picker-guide/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/guides/classroom-random-picker-guide/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/classroom-random-tools-guide/,zh-TW,blog,random,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/guides/classroom-random-picker-guide/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/guides/classroom-random-picker-guide/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/compound-interest-explained/,zh-TW,blog,money,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/tools/compound-interest/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/tools/compound-interest/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/compound-interest-reading-guide/,zh-TW,blog,money,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/tools/compound-interest/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/tools/compound-interest/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/compress-large-images/,zh-TW,blog,image,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/tools/image-compressor/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/tools/image-compressor/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/countdown-timer-classroom-guide/,zh-TW,blog,time,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/guides/classroom-timer-guide/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/guides/classroom-timer-guide/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/countdown-timer-productivity-guide/,zh-TW,blog,time,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/tools/countdown-timer/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/tools/countdown-timer/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/csv-cleanup-guide/,zh-TW,blog,text,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/tools/csv-to-json/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/tools/csv-to-json/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/current-score-58-final-exam-save-plan/,zh-TW,blog,statistics,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/tools/grade-average/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/tools/grade-average/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/cutoff-score-analysis-guide/,zh-TW,blog,statistics,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/guides/teacher-exam-weighted-score-guide/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/guides/teacher-exam-weighted-score-guide/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/date-calculator-guide/,zh-TW,blog,time,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/tools/date-difference/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/tools/date-difference/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/decision-fatigue-guide/,zh-TW,blog,general,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/tools/random-wheel/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/tools/random-wheel/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/exam-score-normalization-mistakes/,zh-TW,blog,statistics,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/guides/z-score-calculator-guide/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/guides/z-score-calculator-guide/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/failing-grade-calculator-final-needed/,zh-TW,blog,statistics,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/tools/grade-average/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/tools/grade-average/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/fair-lottery-guide/,zh-TW,blog,random,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/guides/classroom-lottery-tool-guide/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/guides/classroom-lottery-tool-guide/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/file-upload-safety-guide/,zh-TW,blog,general,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/privacy/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/privacy/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/free-qr-code-guide/,zh-TW,blog,general,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/tools/qr-code-generator/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/tools/qr-code-generator/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/ga4-basic-traffic-guide/,zh-TW,blog,general,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/blog/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/blog/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/grade-average-weighted-gpa-guide/,zh-TW,blog,statistics,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/tools/weighted-average-calculator/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/tools/weighted-average-calculator/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/group-role-assignment-guide/,zh-TW,blog,random,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/guides/classroom-random-group-guide/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/guides/classroom-random-group-guide/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/gsc-indexing-guide/,zh-TW,blog,general,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/blog/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/blog/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/image-compress-resize-format-guide/,zh-TW,blog,image,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/tools/image-compressor/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/tools/image-compressor/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/image-compression-quality-guide/,zh-TW,blog,image,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/tools/image-compressor/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/tools/image-compressor/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/image-for-homework-guide/,zh-TW,blog,image,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/tools/image-crop/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/tools/image-crop/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/image-metadata-privacy-guide/,zh-TW,blog,image,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/tools/image-compressor/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/tools/image-compressor/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/image-upload-limit-guide/,zh-TW,blog,image,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/tools/image-compressor/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/tools/image-compressor/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/images-to-pdf-document-guide/,zh-TW,blog,pdf,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/tools/images-to-pdf/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/tools/images-to-pdf/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/images-to-pdf-guide/,zh-TW,blog,pdf,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/tools/images-to-pdf/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/tools/images-to-pdf/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/,zh-TW,other,general,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",https://funnytools.win/blog/,yes,no,,,29,13,UNKNOWN,78,60,Blog 文章已整併到使用教學 - FunnyTools,原本的 Blog 文章已退役，內容整併到「使用教學」頁面。本頁保留給舊連結與使用者導引，不列入搜尋索引。,Blog 文章已整併到使用教學,0,BreadcrumbList,,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/internal-linking-guide/,zh-TW,blog,general,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/blog/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/blog/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/jpg-png-webp-difference-guide/,zh-TW,blog,image,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/tools/jpg-to-png/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/tools/jpg-to-png/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/json-formatter-beginner-guide/,zh-TW,blog,text,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/tools/json-formatter/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/tools/json-formatter/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/line-break-cleanup-guide/,zh-TW,blog,text,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/tools/remove-empty-lines/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/tools/remove-empty-lines/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/logo-image-format-guide/,zh-TW,blog,image,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/tools/png-to-jpg/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/tools/png-to-jpg/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/lucky-draw-event-guide/,zh-TW,blog,general,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/guides/classroom-lottery-tool-guide/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/guides/classroom-lottery-tool-guide/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/markdown-to-html-guide/,zh-TW,blog,text,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/tools/markdown-previewer/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/tools/markdown-previewer/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/mobile-pdf-guide/,zh-TW,blog,pdf,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/workflows/office-document-toolkit/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/workflows/office-document-toolkit/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/mobile-pdf-merge/,zh-TW,blog,pdf,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/workflows/office-document-toolkit/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/workflows/office-document-toolkit/,B_INTENDED_EXCLUDED; set=B
https://funnytools.win/blog/mortgage-calculation-guide/,zh-TW,blog,money,generated route (source template not uniquely resolved),content,yes,NOT VERIFIED,no,"noindex, follow",/tools/mortgage-payment/,no,no,,,1,0,UNKNOWN,9,9,Article moved,,,0,,/tools/mortgage-payment/,B_INTENDED_EXCLUDED; set=B
